report_date,building_id,energy_consumption_kWh,area_m2,efficiency_score,hvac_usage_percent,lighting_usage_percent
2023-08-03,BLDG-445,11756.9,3272,0.71,32.7,32.8
2023-04-29,BLDG-758,16645.3,4603,0.74,23.6,18.5
2023-05-24,BLDG-588,13822.0,3494,0.66,47.7,34.0
2023-11-21,BLDG-842,11257.4,1948,0.81,69.6,36.4
2023-05-04,BLDG-975,11008.8,3065,0.8,50.9,21.9
2023-07-12,BLDG-207,9238.9,3163,0.69,40.5,28.9
2023-05-28,BLDG-283,10081.8,2250,0.86,46.8,37.3
2023-02-01,BLDG-375,15039.9,4992,0.86,52.6,38.7
2023-03-03,BLDG-151,18612.5,3666,0.75,23.1,22.0
2023-08-19,BLDG-409,12409.4,4623,0.94,21.4,36.6
2023-08-26,BLDG-931,7485.2,1836,0.65,26.5,14.9
2023-01-31,BLDG-328,5832.7,4875,0.84,39.8,18.1
2023-06-02,BLDG-977,10071.8,3289,0.96,26.8,13.7
2023-11-26,BLDG-590,6264.2,2087,0.91,51.6,20.9
2023-09-07,BLDG-877,1330.7,3797,0.51,33.0,22.7
2023-06-27,BLDG-451,8128.1,2787,0.54,46.5,20.5
2023-08-07,BLDG-519,5208.7,4240,0.6,37.7,20.8
2023-05-12,BLDG-235,11384.6,2403,0.79,59.5,28.5
2023-01-21,BLDG-576,9354.4,1424,0.93,68.2,12.1
2023-04-29,BLDG-887,12790.9,1334,0.77,37.4,18.6
2023-03-02,BLDG-928,11735.9,3062,0.6,36.9,31.6
2023-09-30,BLDG-455,2709.9,4126,0.81,22.9,33.7
2023-10-25,BLDG-750,11620.2,1152,0.83,29.7,25.6
2023-05-14,BLDG-516,16311.0,1774,0.59,34.5,37.5
2023-04-07,BLDG-218,6101.3,3167,0.8,24.3,12.8
2023-09-25,BLDG-841,13901.7,3962,0.69,44.6,36.7
2023-05-21,BLDG-547,8498.7,2387,0.51,50.2,29.5
2023-12-03,BLDG-129,14807.4,616,0.79,26.8,38.8
2023-04-12,BLDG-221,1501.1,4153,0.92,30.4,17.8
2023-02-24,BLDG-117,7811.1,4657,0.98,64.0,19.2
2023-07-21,BLDG-256,5785.3,3088,0.59,40.4,28.4
2023-10-29,BLDG-130,5238.5,1883,0.91,60.1,33.9
2023-04-24,BLDG-785,5879.8,4697,0.97,49.4,10.5
2023-07-24,BLDG-801,6809.7,3645,0.98,47.2,14.4
2023-12-05,BLDG-359,3945.1,2458,0.61,58.2,22.2
2023-02-25,BLDG-163,4390.4,2822,0.66,37.0,33.3
2023-08-25,BLDG-960,6931.9,1788,0.89,22.5,20.9
2023-05-26,BLDG-883,2166.4,1145,0.83,35.8,20.0
2023-02-13,BLDG-374,2524.4,2908,0.53,51.9,28.3
2023-01-30,BLDG-541,15525.8,4602,0.5,39.0,37.7
2023-07-20,BLDG-142,17590.6,3400,0.51,33.6,25.1
2023-10-03,BLDG-902,13815.9,1911,0.57,47.4,34.7
2023-02-04,BLDG-643,1844.9,3609,0.74,27.7,24.9
2023-12-17,BLDG-130,8717.0,4121,0.82,20.8,13.6
2023-05-28,BLDG-525,7413.9,2395,0.9,53.1,17.6
2023-03-02,BLDG-626,1836.8,1748,0.88,35.8,25.4
2023-03-23,BLDG-994,17849.2,3311,0.9,57.5,15.0
2023-06-29,BLDG-565,17239.8,763,0.7,20.4,35.1
2023-05-28,BLDG-261,7978.9,3024,0.88,69.1,20.1
2023-01-19,BLDG-694,9441.4,2767,0.81,42.9,12.5
2023-12-14,BLDG-810,16585.5,1795,0.96,38.8,16.2
2023-04-03,BLDG-482,19148.9,4000,0.6,68.8,21.0
2023-08-12,BLDG-474,18347.8,953,0.55,37.9,36.5
2023-03-07,BLDG-648,13686.1,4808,0.73,68.1,14.1
2023-06-02,BLDG-263,7800.7,3242,0.96,29.5,18.7
2023-09-30,BLDG-957,11455.3,1165,0.63,39.9,16.1
2023-08-27,BLDG-423,13407.0,1733,0.7,40.0,25.9
2023-01-30,BLDG-383,12363.2,4605,0.62,35.7,13.6
2023-08-22,BLDG-956,17549.8,789,0.62,42.2,36.6
2023-07-03,BLDG-321,17449.8,4918,0.99,46.0,19.1
2023-07-11,BLDG-704,10133.6,2172,0.56,37.7,39.0
2023-11-05,BLDG-758,16447.7,833,0.96,40.3,24.2
2023-08-26,BLDG-367,14759.1,2921,0.56,54.9,10.9
2023-09-04,BLDG-734,11302.6,4786,0.55,49.6,18.4
2023-10-26,BLDG-549,6971.3,1906,0.92,62.4,18.6
2023-06-13,BLDG-418,8703.7,1164,0.99,32.7,36.1
2023-06-25,BLDG-134,3967.2,1770,0.51,63.6,25.8
2023-12-18,BLDG-239,1637.9,4289,0.82,49.4,37.9
2023-04-10,BLDG-319,2864.0,4531,0.52,22.2,38.4
2023-05-24,BLDG-538,3994.3,2859,0.75,44.8,25.5
2023-04-06,BLDG-540,18265.7,1664,0.6,31.4,29.3
2023-04-23,BLDG-316,13065.1,4555,0.76,68.9,25.6
2023-09-10,BLDG-957,16573.7,3607,0.72,41.7,19.0
2023-01-12,BLDG-643,16296.0,2094,0.95,63.2,17.4
2023-02-11,BLDG-710,11703.7,3828,0.57,21.4,13.1
2023-10-23,BLDG-439,2420.5,634,0.92,63.0,35.8
2023-06-17,BLDG-449,5658.7,3278,0.82,29.6,28.2
2023-12-21,BLDG-386,12977.5,3373,0.67,64.1,11.4
2023-08-27,BLDG-221,15791.4,3708,0.91,23.7,23.7
2023-09-07,BLDG-710,3291.0,4575,0.65,44.0,30.8
2023-03-25,BLDG-540,3563.5,541,0.86,60.5,35.3
2023-02-21,BLDG-922,7542.0,1600,0.64,51.6,34.1
2023-01-04,BLDG-265,11891.0,2018,0.79,28.0,22.5
2023-08-23,BLDG-200,16192.2,2309,0.99,65.7,35.0
2023-04-17,BLDG-443,14791.1,745,0.84,64.4,21.4
2023-11-17,BLDG-586,1592.8,4034,0.97,41.8,32.7
2023-11-17,BLDG-822,2421.6,1644,0.7,59.1,13.6
2023-10-04,BLDG-107,8549.9,3297,0.77,68.6,11.7
2023-10-23,BLDG-956,19929.6,1746,0.76,21.4,26.0
2023-05-03,BLDG-631,19040.3,1423,0.57,23.5,31.0
