forecast_date,condition,temp_high_C,temp_low_C,precipitation_mm,humidity_percent,wind_speed_kmh
2023-12-08,Rain,12.9,3.5,0.0,27,36.6
2023-11-30,Snow,24.5,19.0,0.0,20,50.9
2023-04-28,Sunny,34.6,30.8,0.0,58,49.9
2023-03-27,Partly Cloudy,2.7,-6.3,41.2,92,16.0
2023-07-08,Rain,22.3,8.8,43.7,48,22.9
2023-08-09,Thunderstorm,14.0,1.5,36.8,51,11.2
2023-02-20,Rain,-0.2,-11.2,0.0,83,9.0
2023-05-02,Cloudy,36.5,28.3,0.0,63,4.1
2023-11-20,Rain,12.1,8.2,0.0,60,55.6
2023-12-24,Snow,30.8,21.9,1.0,77,46.1
2023-12-11,Snow,7.9,-0.5,33.5,81,9.9
2023-03-06,Thunderstorm,30.8,25.1,0.0,57,35.5
2023-05-12,Thunderstorm,31.9,27.0,14.6,25,6.7
2023-12-13,Sunny,17.5,11.9,0.0,94,9.9
2023-10-31,Cloudy,36.0,30.4,24.5,53,45.8
2023-11-02,Fog,12.3,3.0,0.0,59,45.1
2023-12-04,Snow,26.7,19.9,0.0,95,51.2
2023-08-30,Snow,2.2,0.0,0.0,87,16.9
2023-12-01,Cloudy,6.5,-5.5,15.4,60,18.2
2023-05-26,Rain,33.4,22.1,0.0,66,59.3
2023-07-06,Cloudy,-5.8,-17.9,43.0,33,9.0
2023-03-26,Cloudy,16.1,1.9,0.0,81,22.4
2023-04-14,Rain,39.9,32.8,0.0,22,31.5
2023-02-08,Fog,6.9,-0.7,0.0,38,42.8
2023-05-09,Fog,6.9,-4.4,0.3,83,44.0
2023-01-05,Partly Cloudy,32.2,18.5,0.0,70,48.7
2023-05-10,Partly Cloudy,-0.7,-10.8,4.0,58,58.2
2023-07-03,Partly Cloudy,1.8,-12.9,0.0,83,51.8
2023-07-04,Fog,11.2,-0.6,2.4,68,32.2
2023-12-14,Cloudy,33.8,27.6,35.5,35,11.9
2023-10-22,Snow,2.3,-10.4,4.7,46,19.3
2023-10-27,Fog,3.1,-3.7,14.0,71,40.5
2023-05-31,Partly Cloudy,-9.0,-20.4,9.1,55,20.2
2023-01-23,Fog,-9.1,-22.1,37.8,70,18.4
2023-02-02,Rain,12.5,-1.3,10.3,69,42.3
2023-09-10,Cloudy,18.0,4.7,0.0,97,17.0
2023-02-26,Snow,20.5,14.0,14.3,88,17.0
2023-05-28,Cloudy,12.4,-1.5,33.8,67,9.6
2023-06-18,Rain,8.5,-1.9,0.0,85,51.3
2023-08-30,Cloudy,36.5,22.4,0.0,56,38.7
2023-07-09,Thunderstorm,30.3,22.8,33.5,59,20.3
2023-02-22,Partly Cloudy,15.2,12.4,21.6,36,40.5
2023-02-18,Fog,22.2,17.4,23.9,44,42.2
2023-09-17,Cloudy,-9.5,-16.9,26.3,22,39.9
2023-04-10,Thunderstorm,7.1,-5.1,15.1,30,4.4
2023-06-20,Fog,10.3,-1.2,45.8,68,5.7
2023-11-17,Fog,-10.0,-16.4,34.8,92,55.2
2023-05-01,Thunderstorm,24.7,12.6,1.0,82,17.8
2023-02-11,Partly Cloudy,-9.3,-24.2,34.7,87,18.0
2023-12-26,Snow,24.7,10.3,20.4,87,52.8
2023-05-02,Thunderstorm,14.3,11.0,0.0,56,39.1
2023-09-18,Cloudy,-2.5,-6.8,20.2,58,42.6
2023-11-01,Sunny,-1.5,-14.8,21.3,74,27.4
2023-06-30,Thunderstorm,33.8,31.4,0.0,24,14.7
2023-01-06,Partly Cloudy,35.4,33.4,0.0,74,52.0
