timestamp,building_id,flow_rate_liters_min,daily_total_liters,leak_detected
2023-10-01 14:00:12,BLDG-976,449.5,8182.1,1
2023-12-04 06:42:43,BLDG-980,32.9,5350.5,1
2023-04-16 06:44:29,BLDG-789,177.6,4980.1,1
2023-07-15 20:50:56,BLDG-447,468.3,9877.8,1
2023-03-29 23:28:35,BLDG-614,350.2,5897.1,1
2023-06-20 07:47:13,BLDG-560,143.6,6510.0,1
2023-10-23 10:13:00,BLDG-879,403.4,5331.1,0
2023-06-27 05:29:10,BLDG-884,466.0,6801.3,0
2023-07-05 10:10:11,BLDG-825,98.4,7011.8,1
2023-11-05 20:21:29,BLDG-491,259.3,647.7,1
2023-10-09 04:10:25,BLDG-797,66.6,8107.7,0
2023-11-30 14:04:13,BLDG-412,138.2,2344.5,1
2023-03-27 17:02:08,BLDG-452,275.8,4177.6,0
2023-10-23 03:28:24,BLDG-638,279.9,5794.3,0
2023-05-07 07:48:15,BLDG-655,495.9,841.6,0
2023-06-29 17:24:08,BLDG-620,186.6,6472.1,0
2023-03-09 11:26:06,BLDG-687,484.5,3778.2,1
2023-04-07 04:29:59,BLDG-377,486.6,1984.3,1
2023-10-10 13:40:25,BLDG-519,35.7,6000.7,1
2023-05-31 23:35:18,BLDG-812,173.2,9440.0,0
2023-12-16 22:52:59,BLDG-929,86.0,8161.3,0
2023-01-29 15:03:47,BLDG-517,164.3,4037.2,0
2023-11-05 01:49:53,BLDG-879,311.9,5957.0,0
2023-04-05 10:56:37,BLDG-102,145.9,9943.8,1
2023-10-06 21:59:05,BLDG-293,63.0,9174.7,0
2023-07-13 08:33:11,BLDG-952,466.7,590.0,1
2023-05-04 01:43:58,BLDG-248,422.4,8282.1,0
2023-12-02 09:14:28,BLDG-624,223.1,2225.5,0
2023-02-22 22:49:26,BLDG-791,113.1,8012.6,0
2023-04-16 13:37:33,BLDG-597,388.7,1975.2,0
2023-03-10 17:35:25,BLDG-474,413.2,2626.4,0
2023-09-05 07:20:37,BLDG-450,383.8,4681.5,0
2023-12-16 10:46:41,BLDG-229,98.1,8395.9,0
2023-02-04 02:18:21,BLDG-334,401.1,7737.2,1
2023-09-22 14:31:00,BLDG-919,40.2,1038.1,1
2023-07-23 02:06:51,BLDG-665,96.4,737.6,0
2023-02-03 19:23:00,BLDG-237,59.0,9814.8,1
2023-04-28 02:35:43,BLDG-484,137.4,692.2,1
2023-01-17 01:20:52,BLDG-783,280.6,9647.5,0
2023-01-15 08:13:54,BLDG-125,108.5,6485.0,0
2023-11-28 18:32:10,BLDG-473,404.6,4522.5,0
2023-12-01 14:34:13,BLDG-938,445.5,2885.6,1
2023-06-17 00:08:21,BLDG-187,489.3,7995.2,0
2023-12-28 11:16:22,BLDG-828,29.4,5977.8,0
2023-12-18 14:09:42,BLDG-376,250.0,7510.9,1
2023-02-01 21:22:29,BLDG-287,40.4,4098.6,1
2023-07-10 09:17:24,BLDG-847,373.3,9860.3,0
2023-12-29 08:47:28,BLDG-673,73.1,5787.6,1
2023-01-06 18:41:09,BLDG-771,151.3,1448.5,0
2023-09-27 06:41:18,BLDG-516,372.2,8232.4,0
